title,authors,average_rating,categories,published_year,ratings_count,weighted_rating,context_string
Quidditch Through the Ages,J. K. Rowling,4.4,"Animals, Mythical",2001.0,11459.0,4.049680490900222,"Title: Quidditch Through the Ages. Author(s): J. K. Rowling. Category: Animals, Mythical. Published: 2001. "
Every cloud has a silver lining,Anne Mazer,3.93,Diaries,2001.0,29.0,3.908469837703638,Title: Every cloud has a silver lining. Author(s): Anne Mazer. Category: Diaries. Published: 2001. 
Harry Potter and the Order of the Phoenix (Book 5),"Rowling, J.K.",4.49,Juvenile Fiction,2015.0,1996446.0,4.48183666423636,"Title: Harry Potter and the Order of the Phoenix (Book 5). Author(s): Rowling, J.K.. Category: Juvenile Fiction. Published: 2015. "
Enchantress from the Stars,Sylvia Louise Engdahl,3.94,Juvenile Fiction,2002.0,29.0,3.908480030165434,Title: Enchantress from the Stars. Author(s): Sylvia Louise Engdahl. Category: Juvenile Fiction. Published: 2002. 
The truth about Stacey,Ann M. Martin,3.85,Babysitters Club (Imaginary organization),2002.0,50.0,3.9083452348605716,Title: The truth about Stacey. Author(s): Ann M. Martin. Category: Babysitters Club (Imaginary organization). Published: 2002. 
The Story of a Seagull and the Cat who Taught Her to Fly,Luis Sepúlveda;Margaret Sayers Peden;Chris Sheban,4.13,Juvenile Fiction,2003.0,4791.0,3.9404055834300484,Title: The Story of a Seagull and the Cat who Taught Her to Fly. Author(s): Luis Sepúlveda;Margaret Sayers Peden;Chris Sheban. Category: Juvenile Fiction. Published: 2003. 
Don't Know Much about American History,Kenneth C. Davis,3.9,United States,2003.0,21169.0,3.904841814678842,Title: Don't Know Much about American History. Author(s): Kenneth C. Davis. Category: United States. Published: 2003. 
The Journey,Kathryn Lasky,4.0,Juvenile Fiction,2003.0,10946.0,3.9339024016184907,Title: The Journey. Author(s): Kathryn Lasky. Category: Juvenile Fiction. Published: 2003. 
The Rescue,Kathryn Lasky,4.07,Juvenile Fiction,2004.0,9852.0,3.950031017579934,Title: The Rescue. Author(s): Kathryn Lasky. Category: Juvenile Fiction. Published: 2004. 
Guardians of Ga'Hoole #4: The Siege,Kathryn Lasky,4.1,Fantasy,2003.0,8964.0,3.954374393787185,Title: Guardians of Ga'Hoole #4: The Siege. Author(s): Kathryn Lasky. Category: Fantasy. Published: 2003. 
The Summit,Gordon Korman,3.96,Juvenile Fiction,2002.0,2515.0,3.9126385724626673,Title: The Summit. Author(s): Gordon Korman. Category: Juvenile Fiction. Published: 2002. 
"The Girl, the Dragon, and the Wild Magic",Dave Luckett,3.86,Juvenile Fiction,2003.0,450.0,3.9076927971863027,"Title: The Girl, the Dragon, and the Wild Magic. Author(s): Dave Luckett. Category: Juvenile Fiction. Published: 2003. "
Eat!,Roberta Grobel Intrater,3.95,Juvenile Nonfiction,2002.0,54.0,3.9085266636097047,Title: Eat!. Author(s): Roberta Grobel Intrater. Category: Juvenile Nonfiction. Published: 2002. 
The Time Machine,H. G. Wells;Melvin Burgess,3.88,Juvenile Fiction,2004.0,263.0,3.9081870576398217,Title: The Time Machine. Author(s): H. G. Wells;Melvin Burgess. Category: Juvenile Fiction. Published: 2004. 
Drowned Wednesday,Garth Nix,3.86,Juvenile Fiction,2006.0,22909.0,3.8868261996376363,Title: Drowned Wednesday. Author(s): Garth Nix. Category: Juvenile Fiction. Published: 2006. 
Hope Springs Eternal,Kristiana Gregory,4.26,Juvenile Fiction,2005.0,128.0,3.910023929134088,Title: Hope Springs Eternal. Author(s): Kristiana Gregory. Category: Juvenile Fiction. Published: 2005. 
Math Fables,Greg Tang,4.06,Juvenile Nonfiction,2004.0,0.0,0.0,Title: Math Fables. Author(s): Greg Tang. Category: Juvenile Nonfiction. Published: 2004. 
Midnight for Charlie Bone,Jenny Nimmo,3.81,Juvenile Fiction,2003.0,35714.0,3.8536285725688755,Title: Midnight for Charlie Bone. Author(s): Jenny Nimmo. Category: Juvenile Fiction. Published: 2003. 
The Seventh Tower,Garth Nix,4.12,Juvenile Fiction,2004.0,61.0,3.90890091454547,Title: The Seventh Tower. Author(s): Garth Nix. Category: Juvenile Fiction. Published: 2004. 
"Anacaona, Golden Flower",Edwidge Danticat,3.74,Juvenile Fiction,2005.0,1651.0,3.8992005562963516,"Title: Anacaona, Golden Flower. Author(s): Edwidge Danticat. Category: Juvenile Fiction. Published: 2005. "
The Discovery,Gordon Korman,3.72,Juvenile Fiction,2003.0,1820.0,3.8971073758333716,Title: The Discovery. Author(s): Gordon Korman. Category: Juvenile Fiction. Published: 2003. 
The Deep,Gordon Korman,3.78,Juvenile Fiction,2003.0,1404.0,3.9024017249334166,Title: The Deep. Author(s): Gordon Korman. Category: Juvenile Fiction. Published: 2003. 
Catwings,Ursula K. Le Guin,4.08,Juvenile Fiction,2003.0,6304.0,3.9395894080835023,Title: Catwings. Author(s): Ursula K. Le Guin. Category: Juvenile Fiction. Published: 2003. 
Harry Potter and the Chamber of Secrets,J. K. Rowling;Mary GrandPre,4.41,Juvenile Fiction,2003.0,6267.0,3.999055854365444,Title: Harry Potter and the Chamber of Secrets. Author(s): J. K. Rowling;Mary GrandPre. Category: Juvenile Fiction. Published: 2003. 
Harry Potter and the Sorcerer's Stone (Book 1),"Rowling, J.K.",4.47,Juvenile Fiction,2015.0,5629932.0,4.4671791766933335,"Title: Harry Potter and the Sorcerer's Stone (Book 1). Author(s): Rowling, J.K.. Category: Juvenile Fiction. Published: 2015. "
SCHOLASTIC SUCCESS WITH 4TH GRADE(WORKBOOK),Terry Cooper,4.57,Education,2003.0,7.0,3.9086107550466753,Title: SCHOLASTIC SUCCESS WITH 4TH GRADE(WORKBOOK). Author(s): Terry Cooper. Category: Education. Published: 2003. 
The Invisible Man,H. G. Wells;M. T. Anderson,3.63,Juvenile Fiction,2004.0,321.0,3.9053383340852132,Title: The Invisible Man. Author(s): H. G. Wells;M. T. Anderson. Category: Juvenile Fiction. Published: 2004. 
The Adventures of Sherlock Holmes,Sir Arthur Conan Doyle;Eoin Colfer,4.31,Juvenile Fiction,2004.0,811.0,3.9195874452794994,Title: The Adventures of Sherlock Holmes. Author(s): Sir Arthur Conan Doyle;Eoin Colfer. Category: Juvenile Fiction. Published: 2004. 
Let Down Your Hair,Jane B. Mason;Sarah Hines-Stephens,3.83,Juvenile Fiction,2004.0,446.0,3.907235938754494,Title: Let Down Your Hair. Author(s): Jane B. Mason;Sarah Hines-Stephens. Category: Juvenile Fiction. Published: 2004. 
How to Draw the Legend of Zelda,Michael Teitelbaum;Ron Zalme,4.19,Juvenile Nonfiction,2004.0,60.0,3.9090409575499763,Title: How to Draw the Legend of Zelda. Author(s): Michael Teitelbaum;Ron Zalme. Category: Juvenile Nonfiction. Published: 2004. 
Werewolves Don't Run For President,Debbie Dadey;Marcia Thornton Jones,3.87,Juvenile Fiction,2004.0,254.0,3.9081073322643958,Title: Werewolves Don't Run For President. Author(s): Debbie Dadey;Marcia Thornton Jones. Category: Juvenile Fiction. Published: 2004. 
Chasing the Falconers,Gordon Korman,4.05,Juvenile Fiction,2005.0,4511.0,3.927836159464846,Title: Chasing the Falconers. Author(s): Gordon Korman. Category: Juvenile Fiction. Published: 2005. 
The Fugitive Factor,Gordon Korman,4.13,Juvenile Fiction,2005.0,2464.0,3.926121888222349,Title: The Fugitive Factor. Author(s): Gordon Korman. Category: Juvenile Fiction. Published: 2005. 
The Stowaway Solution,Gordon Korman,4.11,Juvenile Fiction,2005.0,2006.0,3.921734809436893,Title: The Stowaway Solution. Author(s): Gordon Korman. Category: Juvenile Fiction. Published: 2005. 
Public Enemies,Gordon Korman,4.19,Juvenile Fiction,2005.0,2024.0,3.927164132578775,Title: Public Enemies. Author(s): Gordon Korman. Category: Juvenile Fiction. Published: 2005. 
Hunting the Hunter,Gordon Korman,4.21,Juvenile Fiction,2006.0,1892.0,3.9272678971835764,Title: Hunting the Hunter. Author(s): Gordon Korman. Category: Juvenile Fiction. Published: 2006. 
Harry Potter and the Prisoner of Azkaban (Book 3),"Rowling, J.K.",4.55,Juvenile Fiction,2015.0,2149872.0,4.541628732820296,"Title: Harry Potter and the Prisoner of Azkaban (Book 3). Author(s): Rowling, J.K.. Category: Juvenile Fiction. Published: 2015. "
Underworld,Jude Watson,3.96,Juvenile Fiction,2005.0,799.0,3.9098574111051447,Title: Underworld. Author(s): Jude Watson. Category: Juvenile Fiction. Published: 2005. 
Harry Potter,J. K. Rowling,4.78,Juvenile Fiction,2004.0,38872.0,4.411884574729908,Title: Harry Potter. Author(s): J. K. Rowling. Category: Juvenile Fiction. Published: 2004. 
Do Not Open this Book!,Michaela Muntean,3.89,Juvenile Fiction,2006.0,503.0,3.9081270814992184,Title: Do Not Open this Book!. Author(s): Michaela Muntean. Category: Juvenile Fiction. Published: 2006. 
Lady Friday,Garth Nix,3.92,Juvenile Fiction,2007.0,19083.0,3.913088283058262,Title: Lady Friday. Author(s): Garth Nix. Category: Juvenile Fiction. Published: 2007. 
Thetale of Despereaux,Kate DiCamillo,4.03,Fairy tales,2004.0,705.0,3.9113898192238157,Title: Thetale of Despereaux. Author(s): Kate DiCamillo. Category: Fairy tales. Published: 2004. 
Inkheart,Cornelia Caroline Funke,3.87,Juvenile Fiction,2005.0,309700.0,3.8732320129582245,Title: Inkheart. Author(s): Cornelia Caroline Funke. Category: Juvenile Fiction. Published: 2005. 
"Where We Are, what We See",David Levithan,3.73,Juvenile Nonfiction,2005.0,41.0,3.908190835228531,"Title: Where We Are, what We See. Author(s): David Levithan. Category: Juvenile Nonfiction. Published: 2005. "
Sunny the Yellow Fairy,Daisy Meadows,3.83,Juvenile Fiction,2003.0,2296.0,3.9025845950858087,Title: Sunny the Yellow Fairy. Author(s): Daisy Meadows. Category: Juvenile Fiction. Published: 2003. 
Sky the Blue Fairy,Daisy Meadows;Georgie Ripper,3.83,Juvenile Fiction,2005.0,2191.0,3.90283354272104,Title: Sky the Blue Fairy. Author(s): Daisy Meadows;Georgie Ripper. Category: Juvenile Fiction. Published: 2005. 
Inky the Indigo Fairy,Daisy Meadows,3.79,Juvenile Fiction,2006.0,1971.0,3.900766825806037,Title: Inky the Indigo Fairy. Author(s): Daisy Meadows. Category: Juvenile Fiction. Published: 2006. 
Heather the Violet Fairy,Daisy Meadows,3.85,Juvenile Fiction,2006.0,2197.0,3.90425426220033,Title: Heather the Violet Fairy. Author(s): Daisy Meadows. Category: Juvenile Fiction. Published: 2006. 
Fourth of July mice,Bethany Roberts,3.23,Music,2005.0,1.0,3.9084240022754746,Title: Fourth of July mice. Author(s): Bethany Roberts. Category: Music. Published: 2005. 
Harry Potter and the Half-Blood Prince (Book 6),"Rowling, J.K.",4.56,Juvenile Fiction,2015.0,1944099.0,4.550611347790159,"Title: Harry Potter and the Half-Blood Prince (Book 6). Author(s): Rowling, J.K.. Category: Juvenile Fiction. Published: 2015. "
Your Best Friend's Boyfriend,J. E. Bright,3.35,Juvenile Fiction,2006.0,48.0,3.9075063822038607,Title: Your Best Friend's Boyfriend. Author(s): J. E. Bright. Category: Juvenile Fiction. Published: 2006. 
The Case of the Snowboarding Superstar,James Preller,3.97,Juvenile Fiction,2006.0,117.0,3.9087002007778096,Title: The Case of the Snowboarding Superstar. Author(s): James Preller. Category: Juvenile Fiction. Published: 2006. 
Thorn in Her Side,Jane B. Mason;Sarah Hines-Stephens,3.87,Juvenile Fiction,2006.0,210.0,3.908165890543177,Title: Thorn in Her Side. Author(s): Jane B. Mason;Sarah Hines-Stephens. Category: Juvenile Fiction. Published: 2006. 
Gothic!,Deborah Noyes,3.55,Horror stories,2005.0,14.0,3.9082714035136474,Title: Gothic!. Author(s): Deborah Noyes. Category: Horror stories. Published: 2005. 
A break with charity,Ann Rinaldi,3.79,Trials (Witchcraft),2005.0,37.0,3.90829388238672,Title: A break with charity. Author(s): Ann Rinaldi. Category: Trials (Witchcraft). Published: 2005. 
Runny Babbit,Shel Silverstein,4.12,"Children's poetry, American",2005.0,51.0,3.9088267780981862,"Title: Runny Babbit. Author(s): Shel Silverstein. Category: Children's poetry, American. Published: 2005. "
The Harry Potter Collection,J. K. Rowling,4.73,Juvenile Fiction,2005.0,27410.0,4.311768174789266,Title: The Harry Potter Collection. Author(s): J. K. Rowling. Category: Juvenile Fiction. Published: 2005. 
No Accident,Emily Blake,4.17,Juvenile Fiction,2006.0,319.0,3.911350729593875,Title: No Accident. Author(s): Emily Blake. Category: Juvenile Fiction. Published: 2006. 
The Abduction,Gordon Korman,3.99,Juvenile Fiction,2006.0,3232.0,3.91677430107593,Title: The Abduction. Author(s): Gordon Korman. Category: Juvenile Fiction. Published: 2006. 
The Rescue,Gordon Korman,4.11,Juvenile Fiction,2006.0,1818.0,3.920564431880766,Title: The Rescue. Author(s): Gordon Korman. Category: Juvenile Fiction. Published: 2006. 
Mister Monday,Garth Nix,3.78,Juvenile Fiction,2005.0,30795.0,3.8416518718891255,Title: Mister Monday. Author(s): Garth Nix. Category: Juvenile Fiction. Published: 2005. 
Ghosthunters and the Muddy Monster of Doom!,Cornelia Caroline Funke,3.92,Ghost stories,2007.0,510.0,3.9086514965499735,Title: Ghosthunters and the Muddy Monster of Doom!. Author(s): Cornelia Caroline Funke. Category: Ghost stories. Published: 2007. 
The Trouble with Violet,Anne Mazer,3.9,Juvenile Fiction,2007.0,221.0,3.9083826929619403,Title: The Trouble with Violet. Author(s): Anne Mazer. Category: Juvenile Fiction. Published: 2007. 
Violet Makes a Splash,Anne Mazer,3.95,Juvenile Fiction,2007.0,116.0,3.9086167617496863,Title: Violet Makes a Splash. Author(s): Anne Mazer. Category: Juvenile Fiction. Published: 2007. 
Guardians of Ga'hoole,Kathryn Lasky,4.25,Juvenile Fiction,2006.0,595.0,3.9154511348068466,Title: Guardians of Ga'hoole. Author(s): Kathryn Lasky. Category: Juvenile Fiction. Published: 2006. 
This is Push,David Levithan,3.62,Juvenile Fiction,2007.0,222.0,3.906212418408505,Title: This is Push. Author(s): David Levithan. Category: Juvenile Fiction. Published: 2007. 
The Case of the Kidnapped Candy,James Preller,3.74,Juvenile Fiction,2007.0,100.0,3.9078573104987133,Title: The Case of the Kidnapped Candy. Author(s): James Preller. Category: Juvenile Fiction. Published: 2007. 
Awakening,Robin Wasserman,3.95,Juvenile Fiction,2007.0,2551.0,3.91187003494108,Title: Awakening. Author(s): Robin Wasserman. Category: Juvenile Fiction. Published: 2007. 
Betrayal,Robin Wasserman,3.97,Juvenile Fiction,2007.0,1431.0,3.911398226401435,Title: Betrayal. Author(s): Robin Wasserman. Category: Juvenile Fiction. Published: 2007. 
Hello! Is That Grandma?,Ian Whybrow;Deborah Allwright,3.51,Children's stories,2007.0,54.0,3.907692317777571,Title: Hello! Is That Grandma?. Author(s): Ian Whybrow;Deborah Allwright. Category: Children's stories. Published: 2007. 
Savage Stone Age Sticker Book,Terry Deary;Martin Brown,4.0,Stone age,2005.0,9.0,3.9084768507153456,Title: Savage Stone Age Sticker Book. Author(s): Terry Deary;Martin Brown. Category: Stone age. Published: 2005. 
Trickster's Choice,Tamora Pierce,4.28,Alanna (Fictitious character : Pierce),2004.0,43122.0,4.132390582906504,Title: Trickster's Choice. Author(s): Tamora Pierce. Category: Alanna (Fictitious character : Pierce). Published: 2004. 
Northern Lights,Philip Pullman,3.96,Arctic regions,2001.0,751.0,3.9097749126041665,Title: Northern Lights. Author(s): Philip Pullman. Category: Arctic regions. Published: 2001. 
His Dark Materials,Philip Pullman,4.26,"Children's stories, English",2001.0,304.0,3.9121680768283587,"Title: His Dark Materials. Author(s): Philip Pullman. Category: Children's stories, English. Published: 2001. "
Mary Queen of Scots and Her Hopeless Husbands,Margaret Simpson,3.68,Queens,2001.0,126.0,3.90743963832091,Title: Mary Queen of Scots and Her Hopeless Husbands. Author(s): Margaret Simpson. Category: Queens. Published: 2001. 
A Man's Protection,Jayne Castle,3.88,Uncategorized,1982.0,266.0,3.9081841101688775,Title: A Man's Protection. Author(s): Jayne Castle. Category: Uncategorized. Published: 1982. 
The New Centurions,Joseph Wambaugh,3.93,Fiction,1987.0,2068.0,3.909909587958539,Title: The New Centurions. Author(s): Joseph Wambaugh. Category: Fiction. Published: 1987. 
A Pinch of Snuff,Reginald Hill,3.85,Fiction,1990.0,1052.0,3.9063618207141886,Title: A Pinch of Snuff. Author(s): Reginald Hill. Category: Fiction. Published: 1990. 
Suffer the Children,John Saul,3.91,Fiction,1989.0,27480.0,3.909210838880623,Title: Suffer the Children. Author(s): John Saul. Category: Fiction. Published: 1989. 
Tai-Pan,James Clavell,4.27,Fiction,1966.0,38015.0,4.115322271612185,Title: Tai-Pan. Author(s): James Clavell. Category: Fiction. Published: 1966. 
Tinsel,William Goldman,3.18,Fiction,1980.0,253.0,3.902021076923149,Title: Tinsel. Author(s): William Goldman. Category: Fiction. Published: 1980. 
Serenissima,Erica Jong,3.26,Fiction,1988.0,271.0,3.902323701150015,Title: Serenissima. Author(s): Erica Jong. Category: Fiction. Published: 1988. 
An Acceptable Time,Madeleine L'Engle,3.82,Juvenile Fiction,1990.0,15906.0,3.8767115550916325,Title: An Acceptable Time. Author(s): Madeleine L'Engle. Category: Juvenile Fiction. Published: 1990. 
Drawing Blood,Poppy Z. Brite,4.03,Fiction,1994.0,8674.0,3.93686881588141,Title: Drawing Blood. Author(s): Poppy Z. Brite. Category: Fiction. Published: 1994. 
The Blue Knight,Joseph Wambaugh,3.88,Los Angeles (Calif.),1993.0,1262.0,3.907238481215648,Title: The Blue Knight. Author(s): Joseph Wambaugh. Category: Los Angeles (Calif.). Published: 1993. 
Gai-Jin,James Clavell,3.86,Fiction,1994.0,10305.0,3.895556677019423,Title: Gai-Jin. Author(s): James Clavell. Category: Fiction. Published: 1994. 
Drop Shot,Harlan Coben,3.93,Fiction,1996.0,19585.0,3.917240049872085,Title: Drop Shot. Author(s): Harlan Coben. Category: Fiction. Published: 1996. 
The Fiery Cross,Diana Gabaldon,4.27,Fiction,2005.0,120981.0,4.201216612163222,Title: The Fiery Cross. Author(s): Diana Gabaldon. Category: Fiction. Published: 2005. 
Purple Cane Road,James Lee Burke,4.15,Fiction,2001.0,5304.0,3.946434566858964,Title: Purple Cane Road. Author(s): James Lee Burke. Category: Fiction. Published: 2001. 
Number the Stars,Lois Lowry,4.13,Juvenile Fiction,1989.0,379669.0,4.114569022138807,Title: Number the Stars. Author(s): Lois Lowry. Category: Juvenile Fiction. Published: 1989. 
Many Waters,Madeleine L'Engle,3.99,Juvenile Fiction,1998.0,515.0,3.9098992069457537,Title: Many Waters. Author(s): Madeleine L'Engle. Category: Juvenile Fiction. Published: 1998. 
Demon in My View,Amelia Atwater-Rhodes,4.04,Juvenile Fiction,2001.0,10803.0,3.944677492971035,Title: Demon in My View. Author(s): Amelia Atwater-Rhodes. Category: Juvenile Fiction. Published: 2001. 
The Cricket in Times Square,George Selden,4.02,Juvenile Fiction,1999.0,54174.0,3.98161270464057,Title: The Cricket in Times Square. Author(s): George Selden. Category: Juvenile Fiction. Published: 1999. 
